Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
MINI,COOPER,CONVERTIBLE 2PTAS 1.5L 3CIL 136HP AUT,2017,AUT,Gasolina,3,136,1.5,AUTOS DE LUJO,15.90,20.80,19.15,14.36,162.00,37.00,8,6
BMW,218iA,ACTIVE TOURER 5PTS 1.5L 3CIL 1136HP AUT TURBO,2016,AUT,Gasolina,3,136,1.5,AUTOS DE LUJO,15.87,22.72,19.71,14.78,158.00,23.00,8,7
MINI,COOPER,CONVERTIBLE 2PTS 1.5L 3CIL 136HP AUT TURBO,2016,AUT,Gasolina,3,136,1.5,AUTOS DE LUJO,15.87,20.83,19.13,14.35,162.00,37.00,8,6
AUDI,A1,3PTS 1.4L 4CIL 122HP MAN FRONT FSI TURBO,2013,MAN,Gasolina,4,122,1.4,AUTOS DE LUJO,15.82,25.16,18.99,14.24,164.00,16.00,8,8
AUDI,A1,SPORTBACK 5PTS 1.4L 4CIL 122HP MAN FRONT FSI TURBO,2013,MAN,Gasolina,4,122,1.4,AUTOS DE LUJO,15.82,25.16,18.99,14.24,164.00,16.00,8,8
SUBARU,IMPREZA,SEDAN 2.0i AWD 4PTS 2.0L 4CIL 148HP CVT,2015,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.52,22.45,18.02,13.52,172.00,20.00,8,7
SUBARU,IMPREZA,SEDAN 2.0i AWD 4PTS 2.0L 4CIL 148HP CVT,2016,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.52,22.45,18.02,13.52,172.00,20.00,8,7
AUDI,A1,3PTS 1.4L 4CIL122HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,122,1.4,AUTOS DE LUJO,15.50,24.46,18.56,13.92,168.00,15.00,8,8
AUDI,A1,SPORTBACK 5PTS 1.4L 4CIL122HP S TRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,122,1.4,AUTOS DE LUJO,15.50,24.46,18.56,13.92,168.00,15.00,8,8
MERCEDES,CLS350,CGI 4PTS 3.5L 6CIL 302HP AUT,2014,AUT,Gasolina,6,302,3.5,AUTOS DE LUJO,15.50,17.80,16.46,12.34,189.00,7.00,7,9
AUDI,A4,4PTAS 2.0L 4CIL190HP STRONIC FSI FRONT TURBO,2016,S TRONIC,Gasolina,4,190,2.0,AUTOS DE LUJO,15.40,22.80,18.03,13.53,172.00,7.00,8,9
AUDI,A4,4PTAS 2.0L 4CIL190HP STRONIC FSI FRONT TURBO,2017,S TRONIC,Gasolina,4,190,2.0,AUTOS DE LUJO,15.40,22.80,18.03,13.53,172.00,7.00,8,9
BMW,X1,sDRIVE 18iA 5PTAS 1.5L 3CIL 136HP TURBO AUT,2017,AUT,Gasolina,3,136,1.5,AUTOS DE LUJO,15.40,20.80,18.80,14.10,165.00,37.00,8,6
AUDI,A1,3PTS 1.4L 4CIL 122HP S TRONIC FSI TURBO,2011,S TRONIC 7,Gasolina,4,122,1.4,AUTOS DE LUJO,15.38,21.74,19.07,14.30,163.00,20.00,8,?
SUBARU,IMPREZA,SEDAN 2.0i SPORT AWD 4PTS 2.0L 4CIL 148HP CVT,2015,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.35,22.15,17.81,13.36,175.00,20.00,8,7
SUBARU,IMPREZA,SEDAN 2.0i LTD AWD 4PTS 2.0L 4CIL 148HP CVT,2015,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.35,22.15,17.81,13.36,175.00,20.00,8,7
SUBARU,IMPREZA,SEDAN 2.0i PREMIUM AWD 4PTS 2.0L 4CIL 148HP CVT,2016,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.35,22.15,17.81,13.36,175.00,20.00,8,7
SUBARU,IMPREZA,SEDAN 2.0i LIMITED AWD 4PTS 2.0L 4CIL 148HP CVT,2016,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.35,22.15,17.81,13.36,175.00,20.00,8,7
AUDI,A3,3PTS 1.4L 4CIL 125HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,125,1.4,AUTOS DE LUJO,15.30,23.93,18.26,13.70,170.00,33.00,8,6
AUDI,A3,SPORTBACK 5PTS 1.4L 4CIL 125HP S TRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,125,1.4,AUTOS DE LUJO,15.30,23.93,18.26,13.70,170.00,33.00,8,6
INFINITI,Q50,HIBRIDO 4PTS 3.5L 6CIL 302HP AUT,2016,AUT,Gasolina,6,302,3.5,AUTOS DE LUJO,15.30,20.30,18.58,13.93,167.00,27.00,8,6
SUBARU,IMPREZA,2.0i AWD 5PTS 2.0L 4CIL 148HP CVT,2015,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.26,22.02,17.71,13.28,176.00,20.00,8,7
SUBARU,IMPREZA,2.0i AWD 5PTS 2.0L 4CIL 148HP CVT,2016,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.26,22.02,17.71,13.28,176.00,20.00,8,7
INFINITI,Q50,HIBRIDO 4PTS 3.5L 6CIL 297(+67)HP AUT,2014,AUT,Gasolina,6,364,3.5,AUTOS DE LUJO,15.10,20.20,18.41,13.81,169.00,29.00,8,?
INFINITI,Q50,HIBRIDO 4PTS 3.5L 6CIL 302HP AUT,2015,AUT,Gasolina,6,302,3.5,AUTOS DE LUJO,15.10,20.20,18.41,13.81,169.00,29.00,8,?
AUDI,A3,3PTS 1.8L 4CIL 180HP STRONIC FSI TURBO FRONT,2015,STRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,15.10,24.00,18.12,13.59,172.00,10.00,8,9
AUDI,A3,CABRIO 2PTS 1.8L 4CIL 180HP STRONIC FSI TURBO FRONT,2015,STRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,15.10,24.00,18.12,13.59,172.00,10.00,8,9
AUDI,A3,SEDÁN 4PTS 1.8L 4CIL 180HP STRONIC FSI TURBO,2015,STRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,15.10,24.00,18.12,13.59,172.00,10.00,8,9
AUDI,A1,3PTAS 1.4L 4CIL 125HP MAN FSI FRONT TURBO,2016,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,15.10,21.90,17.55,13.16,177.00,14.00,8,8
INFINITI,Q50,HIBRIDO 4PTS 3.5L 6CIL 302(+67)HP AUT,2016,AUT,Gasolina,6,369,3.5,AUTOS DE LUJO,15.10,20.20,18.41,13.81,169.00,29.00,8,?
AUDI,A1,SPORTBACK 5PTAS 1.4L 4CIL 125HP MAN FSI FRONT TURBO,2016,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,15.10,21.90,17.55,13.16,177.00,14.00,8,8
AUDI,A1,3PTAS 1.4L 4CIL 125HP MAN FSI FRONT TURBO,2017,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,15.10,21.90,17.55,13.16,177.00,14.00,8,8
AUDI,A1,SPORTBACK 5PTAS 1.4L 4CIL 125HP MAN FSI FRONT TURBO,2017,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,15.10,21.90,17.55,13.16,177.00,14.00,8,8
AUDI,A3,SEDÁN 4PTAS 1.8L 4CIL 180HP STRONIC FSI FRONT TURBO,2017,S TRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,15.10,24.00,18.12,13.59,172.00,10.00,8,9
AUDI,A3,3PTAS 1.8L 4CIL 180HP STRONIC FSI TURBO,2017,STRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,15.10,24.00,18.12,13.59,172.00,10.00,8,9
AUDI,A3,CABRIO 2PTAS 1.8L 4CIL180HP STRONIC FRONT FSI TURBO,2017,STRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,15.10,24.00,18.12,13.59,172.00,10.00,8,9
SUBARU,IMPREZA,2.0i SPORT AWD 5PTS 2.0L 4CIL 148HP CVT,2015,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.09,21.89,17.54,13.16,177.00,20.00,8,7
SUBARU,IMPREZA,2.0i LIMITED AWD 5PTS 2.0L 4CIL 148HP CVT,2015,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.09,21.89,17.54,13.16,177.00,20.00,8,7
SUBARU,IMPREZA,2.0i PREMIUM AWD 5PTS 2.0L 4CIL 148HP CVT,2016,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.09,21.89,17.54,13.16,177.00,20.00,8,7
SUBARU,IMPREZA,2.0i LIMITED AWD 5PTS 2.0L 4CIL 148HP CVT,2016,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,15.09,21.89,17.54,13.16,177.00,20.00,8,7
NISSAN,ALTIMA,4PTS 2.5L 4CIL 182HP CVT,2013,CVT,Gasolina,4,182,2.5,AUTOS DE LUJO,15.00,22.60,17.67,13.26,176.00,6.00,8,9
NISSAN,ALTIMA,4PTS 2.5L 4CIL 136HP AUT,2014,AUT,Gasolina,4,136,2.5,AUTOS DE LUJO,15.00,22.60,17.67,13.26,176.00,6.00,8,9
NISSAN,ALTIMA,4PTS 2.5L 4CIL 136HP AUT,2015,AUT,Gasolina,4,136,2.5,AUTOS DE LUJO,15.00,22.60,17.67,13.26,176.00,6.00,8,9
AUDI,A1,3PTS 1.4L 4CIL 185HP STRONIC FSI TURBO FRONT,2015,STRONIC,Gasolina,4,185,1.4,AUTOS DE LUJO,15.00,23.00,17.78,13.34,175.00,16.00,8,8
AUDI,A1,SPORTBACK 5PTS 1.4L 4CIL 185HP STRONIC FSI TURBO FRONT,2015,STRONIC,Gasolina,4,185,1.4,AUTOS DE LUJO,15.00,23.00,17.78,13.34,175.00,16.00,8,8
NISSAN,ALTIMA,4PTS 2.5L 4CIL 182HP AUT (CVT),2016,CVT,Gasolina,4,182,2.5,AUTOS DE LUJO,15.00,22.60,19.04,14.28,163.00,6.00,8,9
NISSAN,ALTIMA,4PTS 2.5L 4CIL 182HP AUT (CVT),2016,CVT,Gasolina,4,182,2.5,AUTOS DE LUJO,15.00,22.60,19.04,14.28,163.00,6.00,8,9
AUDI,A1,3PTS 1.4L 4CIL 185HP S TRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,185,1.4,AUTOS DE LUJO,14.93,23.50,17.86,13.39,174.00,52.00,8,5
AUDI,A1,3PTS 1.4L 4CIL 185HP STRONIC FRONT FSI TURBO,2014,S TRONIC,Gasolina,4,185,1.4,AUTOS DE LUJO,14.93,23.26,17.79,13.35,175.00,16.00,8,8
AUDI,A1,SPORTBACK 5PTS 1.4L 4CIL 185HP STRONIC FRONT FSI TURBO,2014,S TRONIC,Gasolina,4,185,1.4,AUTOS DE LUJO,14.93,23.26,17.79,13.35,175.00,16.00,8,8
MERCEDES,CLA200,CGI COUPE 4PTS 1.6L 4CIL 154HP AUT TURBO,2014,AUT,Gasolina,4,154,1.6,AUTOS DE LUJO,14.80,21.70,18.64,13.98,167.00,12.00,8,9
AUDI,A3,SEDÁN 4PTS 1.8L 4CIL 180HP STRONIC FSI TURBO,2016,S TRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,14.80,23.60,17.78,13.34,175.00,10.00,8,9
AUDI,A3,3PTS 1.8L 4CIL 180HP STRONIC FSI TURBO,2016,S TRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,14.80,23.60,17.78,13.34,175.00,10.00,8,9
AUDI,A3,CABRIO 2PTS 1.8L 4CIL 180HP STRONIC FSI TURBO,2016,S TRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,14.80,23.60,17.78,13.34,175.00,10.00,8,9
BMW,330iA,SEDAN 4PTAS 2.0L 4CIL 252HP AUT TURBO,2016,AUT,Gasolina,4,252,2.0,AUTOS DE LUJO,14.80,22.30,17.44,13.08,178.00,37.00,8,6
AUDI,A1,3PTS 1.4L 4CIL 122HP MAN FRONT FSI TURBO,2012,MAN,Gasolina,4,122,1.4,AUTOS DE LUJO,14.71,22.73,18.85,14.14,165.00,23.00,8,?
AUDI,A1,3PTS 1.4L 4CIL122HP S TRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,122,1.4,AUTOS DE LUJO,14.71,22.73,18.85,14.14,165.00,23.00,8,?
AUDI,A1,3PTS 1.4L 4CIL 122HP MAN FSI TURBO,2011,MAN 6,Gasolina,4,122,1.4,AUTOS DE LUJO,14.70,22.72,18.84,14.13,165.00,23.00,8,?
BMW,320iA,SEDAN 4PTAS 2.0L 4CIL 184HP BITURBO AUT,2017,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,14.50,22.70,18.68,14.01,166.00,25.00,8,6
AUDI,TT,COUPÉ 2PTS 1.8L 4CIL 160HP STRONIC FRONT TURBO,2013,STRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,14.41,23.60,17.47,13.10,178.00,7.00,8,9
AUDI,TT,ROADSTER 2PTS 1.8L 4CIL 160HP STRONIC FRONT TURBO,2013,STRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,14.41,23.60,17.47,13.10,178.00,7.00,8,9
SUBARU,LEGACY,2.5i AWD 4PTS 2.5L 4CIL 175HP CVT,2015,CVT,Gasolina,4,175,2.5,AUTOS DE LUJO,14.37,21.77,16.97,12.72,183.00,10.00,7,9
SUBARU,LEGACY,2.5i PREMIUM AWD 4PTS 2.5L 4CIL 175HP CVT,2016,CVT,Gasolina,4,175,2.5,AUTOS DE LUJO,14.37,21.77,16.97,12.72,183.00,10.00,7,9
SUBARU,LEGACY,2.5i PREMIUM AWD 4PTS 2.5L 4CIL 175HP CVT,2015,CVT,Gasolina,4,175,2.5,AUTOS DE LUJO,14.33,21.43,16.84,12.63,185.00,10.00,7,9
SUBARU,LEGACY,2.5i LIMITED AWD 4PTS 2.5L 4CIL 175HP CVT,2016,CVT,Gasolina,4,175,2.5,AUTOS DE LUJO,14.33,21.43,16.84,12.63,185.00,10.00,7,9
AUDI,A1,3PTS 1.4L 4CIL 122HP MAN FSI TURBO FRONT,2015,MAN,Gasolina,4,122,1.4,AUTOS DE LUJO,14.30,25.00,17.71,13.28,176.00,28.00,8,6
AUDI,A1,SPORTBACK 5PTS 1.4L 4CIL 122HP MAN FSI TURBO FRONT,2015,MAN,Gasolina,4,122,1.4,AUTOS DE LUJO,14.30,25.00,17.71,13.28,176.00,28.00,8,6
BMW,330iA,SEDAN 4PTAS 2.0L 4CIL 252HP BITURBO AUT,2017,AUT,Gasolina,4,252,2.0,AUTOS DE LUJO,14.30,21.30,18.16,13.62,171.00,37.00,8,6
BMW,430iA,COUPE 2PTAS 2.0L 4CIL 252HP TURBO AUT,2017,AUT,Gasolina,4,252,2.0,AUTOS DE LUJO,14.30,21.30,18.16,13.62,171.00,41.00,8,6
VOLVO,V40,5PTS 1.6L 4CIL 180HP MAN TURBO (B6G5d),2013,MAN,Gasolina,4,180,1.6,AUTOS DE LUJO,14.28,21.30,16.77,12.58,185.00,24.00,7,7
VOLVO,V40,5PTS 1.6L 4CIL 180HP MAN TURBO (B6G5d),2014,MAN,Gasolina,4,180,1.6,AUTOS DE LUJO,14.28,21.30,16.77,12.58,185.00,24.00,7,7
BMW,220iA,ACTIVE TOURER 5PTS 2.0L 4CIL 192HP AUT,2016,AUT,Gasolina,4,192,2.0,AUTOS DE LUJO,14.28,20.83,18.01,13.51,173.00,19.00,8,8
NISSAN,ALTIMA,4PTS 2.5L 4CIL 182HP CVT,2017,CVT,Gasolina,4,182,2.5,AUTOS DE LUJO,14.28,22.74,17.15,12.86,181.00,6.00,8,9
SUBARU,XV,2.0i SPORT AWD 5PTS 2.0L 4CIL 148HP CVT,2015,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,14.24,20.15,16.41,12.30,190.00,20.00,7,7
SUBARU,XV,2.0i LTD AWD 5PTS 2.0L 4CIL 148HP CVT,2015,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,14.24,20.15,16.41,12.30,190.00,20.00,7,7
SUBARU,XV,2.0i PREMIUM AWD 5PTS 2.0L 4CIL 148HP CVT,2016,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,14.24,20.15,16.41,12.30,190.00,20.00,7,7
SUBARU,XV,2.0i LIMITED AWD 5PTS 2.0L 4CIL 148HP CVT,2016,CVT,Gasolina,4,148,2.0,AUTOS DE LUJO,14.24,20.15,16.41,12.30,190.00,20.00,7,7
AUDI,A3,SPORTBACK 5PTS 1.4L 4CIL 125HP MAN TURBO FSI,2011,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,14.14,23.84,17.31,12.98,180.00,27.00,8,6
AUDI,A3,3PTS 1.4L 4CIL 125HP MAN FRONT FSI TURBO,2012,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,14.14,23.84,17.31,12.98,180.00,27.00,8,6
AUDI,A3,SPORTBACK 5PTS 1.4L 4CIL 125HP MAN FRONT FSI TURBO,2012,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,14.14,23.84,17.31,12.98,180.00,27.00,8,6
AUDI,A3,3PTS 1.4L 4CIL 125HP MAN FRONT FSI TURBO,2013,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,14.14,23.84,17.31,12.98,180.00,27.00,8,6
AUDI,A3,SPORTBACK 5PTS 1.4L 4CIL 125HP MAN FRONT FSI TURBO,2013,MAN,Gasolina,4,125,1.4,AUTOS DE LUJO,14.14,23.84,17.31,12.98,180.00,27.00,8,6
ALFA ROMEO,GIULIETTA,HATCHBACK 5PTAS 1.7L 4CIL 237HP AUT TURBO,2016,AUT,Gasolina,4,237,1.7,AUTOS DE LUJO,14.14,21.16,16.62,12.47,187.00,20.00,7,7
ALFA ROMEO,MITO,HATCHBACK 3PTS 1.4L 4CIL 135HP AUT,2012,AUT,Gasolina,4,135,1.4,AUTOS DE LUJO,14.10,22.20,18.24,13.68,170.00,24.00,8,?
ALFA ROMEO,MITO,HATCHBACK 3PTS 1.4L 4CIL 135HP AUT TURBO,2013,AUT,Gasolina,4,135,1.4,AUTOS DE LUJO,14.10,22.20,18.24,13.68,170.00,24.00,8,?
BMW,420iA,COUPE 2PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,14.10,22.20,18.24,13.68,170.00,25.00,8,6
ALFA ROMEO,MITO,HATCHBACK 3PTS 1.4L 4CIL 170HP MAN TURBO,2014,MAN,Gasolina,4,170,1.4,AUTOS DE LUJO,14.00,20.16,16.23,12.17,192.00,24.00,7,7
ALFA ROMEO,MITO,HATCHBACK 3PTAS 1.4L 4CIL 170HP MAN,2016,MAN,Gasolina,4,170,1.4,AUTOS DE LUJO,14.00,20.16,16.23,12.17,192.00,49.00,7,5
AUDI,A3,SPORTBACK 5PTS 1.4L 4CIL 125HP S TRONIC TURBO FSI,2011,S TRONIC,Gasolina,4,125,1.4,AUTOS DE LUJO,13.96,22.53,16.84,12.63,185.00,32.00,7,6
AUDI,A3,3PTS 1.4L 4CIL 125HP S TRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,125,1.4,AUTOS DE LUJO,13.96,22.53,16.84,12.63,185.00,32.00,7,6
AUDI,A3,SPORTBACK 5PTS 1.4L 4CIL 125HP S TRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,125,1.4,AUTOS DE LUJO,13.96,22.53,16.84,12.63,185.00,32.00,7,6
AUDI,A3,3PTS 1.8L 4CIL 160HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,13.95,22.99,16.95,12.71,183.00,11.00,7,9
AUDI,A3,SPORTBACK 5PTS 1.8L 4CIL 160HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,13.95,22.99,16.95,12.71,183.00,11.00,7,9
AUDI,A3,CABRIO 2PTS 1.8L 4CIL 160HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,13.95,22.99,16.95,12.71,183.00,11.00,7,9
AUDI,A1,3PTS 1.4L 4CIL 122HP STRONIC FSI TURBO FRONT,2015,STRONIC,Gasolina,4,122,1.4,AUTOS DE LUJO,13.90,20.80,16.34,12.25,190.00,29.00,7,6
AUDI,A1,SPORTBACK 5PTS 1.4L 4CIL 122HP STRONIC FSI TURBO FRONT,2015,STRONIC,Gasolina,4,122,1.4,AUTOS DE LUJO,13.90,20.80,16.34,12.25,190.00,29.00,7,6
PORSCHE,MACAN,S 5PTS 3.0L 6CIL 245HP PDK TURBO DIESEL TRACCIÓN INTEGRAL,2015,PDK,Diesel,6,245,3.0,AUTOS DE LUJO,13.90,19.10,17.23,12.92,207.00,238.00,7,?
BMW,X1,sDRIVE 20iA 4X4 5PTAS 2.0L 4CIL 192HP TURBO AUT,2017,AUT,Gasolina,4,192,2.0,AUTOS DE LUJO,13.90,19.20,17.26,12.94,180.00,33.00,8,6
PORSCHE,MACAN,5PTAS 3.0L 6CIL TDI 245HP PDK INTEGRAL,2017,PDK,Diesel,6,245,3.0,AUTOS DE LUJO,13.90,19.10,17.23,12.92,207.00,238.00,7,?
VOLVO,V40,SPORT FWD 5PTAS 2.2L 4CIL 190HP AUT TURBO,2016,AUT,Gasolina,4,190,2.2,AUTOS DE LUJO,13.89,21.74,16.58,12.44,187.00,18.00,7,8
MERCEDES,CLA 180,COUPE CGI 4PTAS 1.6L 4CIL 122HP AUT TURBO,2016,AUT,Gasolina,4,122,1.6,AUTOS DE LUJO,13.89,21.28,17.84,13.38,174.00,12.00,8,9
MERCEDES,CLA 200,COUPE CGI 4PTAS 1.6L 4CIL 156HP AUT TURBO,2016,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,13.89,21.28,17.84,13.38,174.00,12.00,8,9
MERCEDES,CLA 180,CGI 4PTAS 1.6L 4CIL 122HP TURBO AUT,2018,AUT,Gasolina,4,122,1.6,AUTOS DE LUJO,13.89,21.28,17.84,13.38,174.00,12.00,8,9
MERCEDES,CLA 200,CGI 4PTAS 1.6L 4CIL 156HP TURBO AUT,2018,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,13.89,21.28,17.84,13.38,174.00,12.00,8,9
BMW,118iA,3/5PTS 1.6L 4CIL 170HP AUT TURBO,2012,AUT,Gasolina,4,170,1.6,AUTOS DE LUJO,13.88,21.27,17.83,13.37,174.00,21.00,8,?
MINI,COOPER,CABRIO 2PTS 1.6L 4CIL 122HP MAN,2012,MAN,Gasolina,4,122,1.6,AUTOS DE LUJO,13.88,20.40,17.59,13.20,177.00,25.00,8,?
MINI,COOPER,CONVERTIBLE 3PTS 1.6L 4CIL 122HP MAN,2013,MAN,Gasolina,4,122,1.6,AUTOS DE LUJO,13.88,20.04,17.49,13.12,178.00,25.00,8,?
AUDI,A1,3PTAS 1.8L 4CIL 192HP S TRONIC TURBO FRONT,2016,S TRONIC,Gasolina,4,192,1.8,AUTOS DE LUJO,13.80,21.70,16.50,12.38,188.00,23.00,7,7
AUDI,A1,SPORTBACK 5PTAS 1.8L 4CIL192HP STRONIC FSI FRONT TURBO,2016,S TRONIC,Gasolina,4,192,1.8,AUTOS DE LUJO,13.80,21.70,16.50,12.38,188.00,23.00,7,7
AUDI,A1,3PTAS 1.8L 4CIL 192HP S TRONIC TURBO FRONT,2017,S TRONIC,Gasolina,4,192,1.8,AUTOS DE LUJO,13.80,21.70,16.50,12.38,188.00,23.00,7,7
AUDI,A1,SPORTBACK 5PTAS 1.8L 4CIL192HP STRONIC FSI FRONT TURBO,2017,S TRONIC,Gasolina,4,192,1.8,AUTOS DE LUJO,13.80,21.70,16.50,12.38,188.00,23.00,7,7
AUDI,A4,4PTAS 2.0L 4CIL 225HP MULTI,2017,MULTIT,Gasolina,4,225,2.0,AUTOS DE LUJO,13.80,26.10,17.51,13.14,178.00,18.00,8,8
PORSCHE,MACAN,5PTS 3.0L 6CIL 245HP PDK INTEGRAL TURBO DIESEL,2016,PDK,Diesel,6,245,3.0,AUTOS DE LUJO,13.80,19.00,17.13,12.84,209.00,238.00,7,?
AUDI,A6,SEDAN 4PTS 3.0L 6CIL 245HP STRONIC QUATTRO TURBO DIESEL,2013,STRONIC,Diesel,6,245,3.0,AUTOS DE LUJO,13.72,20.31,17.45,13.09,205.00,121.00,7,?
AUDI,A6,SEDAN 4PTS 3.0L 6CIL 245HP STRONIC QUATTRO TURBO DIESEL,2015,STRONIC,Diesel,6,245,3.0,AUTOS DE LUJO,13.70,20.40,17.46,13.10,205.00,121.00,7,?
VOLVO,V40,FIRST EDDITION FWD 5PTAS 2.0L 4CIL MAN TURBO,2016,MAN,Gasolina,4,152,2.0,AUTOS DE LUJO,13.69,22.22,16.55,12.41,188.00,29.00,7,6
VOLVO,V40,ADDITION FWD 5PTAS 1.5L 4CIL 152HP AUT TURBO,2016,AUT,Gasolina,4,152,1.5,AUTOS DE LUJO,13.69,22.22,16.55,12.41,188.00,18.00,7,8
AUDI,A3,CABRIO 2PTS 1.8L 4CIL 160HP S TRONIC TURBO FSI,2011,S TRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,13.58,22.41,16.51,12.38,188.00,20.00,7,7
AUDI,A3,SPORTBACK 5PTS 1.8L 4CIL 160HP S TRONIC TURBO FSI,2011,S TRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,13.58,22.41,16.51,12.38,188.00,20.00,7,7
AUDI,A3,3PTS 1.8L 4CIL 160HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,13.58,22.41,16.51,12.38,188.00,20.00,7,7
AUDI,A3,CABRIO 2PTS 1.8L 4CIL 160HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,13.58,22.41,16.51,12.38,188.00,20.00,7,7
AUDI,A3,SPORTBACK 5PTS 1.8L 4CIL 160HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,160,1.8,AUTOS DE LUJO,13.58,22.41,16.51,12.38,188.00,20.00,7,7
MERCEDES,C 180,CGI 4PTAS 1.6L 4CIL 156HP AUT TURBO,2016,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,13.00,8,?
MERCEDES,C 180,CGI COUPE 2PTAS 1.6L 4CIL 156HP AUT TURBO,2016,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,12.00,8,9
MERCEDES,C 200,CGI 4PTAS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,30.00,8,?
MERCEDES,C 250,4PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,30.00,8,?
MERCEDES,GLA 180,CGI 5PTAS 1.6L 4CIL 122HP AUT TURBO,2016,AUT,Gasolina,4,122,1.6,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,24.00,8,?
MERCEDES,GLA 200,CGI SPORT 5PTAS 1.6L 4CIL 156HP AUT TURBO,2016,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,24.00,8,?
MERCEDES,C 180,CGI 4PTAS 1.6L 4CIL 156HP TURBO AUT,2018,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,13.00,8,?
